#,nombre,Type,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,url_img,generation
461,Weavile,Dark Ice,510,70,120,65,45,85,125,https://img.pokemondb.net/sprites/sword-shield/icon/weavile.png,4
462,Magnezone,Electric Steel,535,70,70,115,130,90,60,https://img.pokemondb.net/sprites/sword-shield/icon/magnezone.png,4
463,Lickilicky,Normal,515,110,85,95,80,95,50,https://img.pokemondb.net/sprites/sword-shield/icon/lickilicky.png,4
464,Rhyperior,Ground Rock,535,115,140,130,55,55,40,https://img.pokemondb.net/sprites/sword-shield/icon/rhyperior.png,4
465,Tangrowth,Grass,535,100,100,125,110,50,50,https://img.pokemondb.net/sprites/sword-shield/icon/tangrowth.png,4
466,Electivire,Electric,540,75,123,67,95,85,95,https://img.pokemondb.net/sprites/sword-shield/icon/electivire.png,4
467,Magmortar,Fire,540,75,95,67,125,95,83,https://img.pokemondb.net/sprites/sword-shield/icon/magmortar.png,4
468,Togekiss,Fairy Flying,545,85,50,95,120,115,80,https://img.pokemondb.net/sprites/sword-shield/icon/togekiss.png,4
469,Yanmega,Bug Flying,515,86,76,86,116,56,95,https://img.pokemondb.net/sprites/sword-shield/icon/yanmega.png,4
470,Leafeon,Grass,525,65,110,130,60,65,95,https://img.pokemondb.net/sprites/sword-shield/icon/leafeon.png,4
471,Glaceon,Ice,525,65,60,110,130,95,65,https://img.pokemondb.net/sprites/sword-shield/icon/glaceon.png,4
472,Gliscor,Ground Flying,510,75,95,125,45,75,95,https://img.pokemondb.net/sprites/sword-shield/icon/gliscor.png,4
473,Mamoswine,Ice Ground,530,110,130,80,70,60,80,https://img.pokemondb.net/sprites/sword-shield/icon/mamoswine.png,4
474,Porygon-Z,Normal,535,85,80,70,135,75,90,https://img.pokemondb.net/sprites/sword-shield/icon/porygon-z.png,4
475,Gallade,Psychic Fighting,518,68,125,65,65,115,80,https://img.pokemondb.net/sprites/sword-shield/icon/gallade.png,4
476,Probopass,Rock Steel,525,60,55,145,75,150,40,https://img.pokemondb.net/sprites/sword-shield/icon/probopass.png,4
477,Dusknoir,Ghost,525,45,100,135,65,135,45,https://img.pokemondb.net/sprites/sword-shield/icon/dusknoir.png,4
478,Froslass,Ice Ghost,480,70,80,70,80,70,110,https://img.pokemondb.net/sprites/sword-shield/icon/froslass.png,4
479,Rotom,Electric Ghost,440,50,50,77,95,77,91,https://img.pokemondb.net/sprites/sword-shield/icon/rotom.png,4
480,Uxie,Psychic,580,75,75,130,75,130,95,https://img.pokemondb.net/sprites/sword-shield/icon/uxie.png,4
481,Mesprit,Psychic,580,80,105,105,105,105,80,https://img.pokemondb.net/sprites/sword-shield/icon/mesprit.png,4
482,Azelf,Psychic,580,75,125,70,125,70,115,https://img.pokemondb.net/sprites/sword-shield/icon/azelf.png,4
483,Dialga,Steel Dragon,680,100,120,120,150,100,90,https://img.pokemondb.net/sprites/sword-shield/icon/dialga.png,4
484,Palkia,Water Dragon,680,90,120,100,150,120,100,https://img.pokemondb.net/sprites/sword-shield/icon/palkia.png,4
485,Heatran,Fire Steel,600,91,90,106,130,106,77,https://img.pokemondb.net/sprites/sword-shield/icon/heatran.png,4
486,Regigigas,Normal,670,110,160,110,80,110,100,https://img.pokemondb.net/sprites/sword-shield/icon/regigigas.png,4
488,Cresselia,Psychic,580,120,70,110,75,120,85,https://img.pokemondb.net/sprites/sword-shield/icon/cresselia.png,4
489,Phione,Water,480,80,80,80,80,80,80,https://img.pokemondb.net/sprites/sword-shield/icon/phione.png,4
490,Manaphy,Water,600,100,100,100,100,100,100,https://img.pokemondb.net/sprites/sword-shield/icon/manaphy.png,4
491,Darkrai,Dark,600,70,90,90,135,90,125,https://img.pokemondb.net/sprites/sword-shield/icon/darkrai.png,4
493,Arceus,Normal,720,120,120,120,120,120,120,https://img.pokemondb.net/sprites/sword-shield/icon/arceus.png,4
494,Victini,Psychic Fire,600,100,100,100,100,100,100,https://img.pokemondb.net/sprites/sword-shield/icon/victini.png,4
495,Snivy,Grass,308,45,45,55,45,55,63,https://img.pokemondb.net/sprites/sword-shield/icon/snivy.png,4
496,Servine,Grass,413,60,60,75,60,75,83,https://img.pokemondb.net/sprites/sword-shield/icon/servine.png,4
497,Serperior,Grass,528,75,75,95,75,95,113,https://img.pokemondb.net/sprites/sword-shield/icon/serperior.png,4
498,Tepig,Fire,308,65,63,45,45,45,45,https://img.pokemondb.net/sprites/sword-shield/icon/tepig.png,4
499,Pignite,Fire Fighting,418,90,93,55,70,55,55,https://img.pokemondb.net/sprites/sword-shield/icon/pignite.png,4
500,Emboar,Fire Fighting,528,110,123,65,100,65,65,https://img.pokemondb.net/sprites/sword-shield/icon/emboar.png,4
501,Oshawott,Water,308,55,55,45,63,45,45,https://img.pokemondb.net/sprites/sword-shield/icon/oshawott.png,4
502,Dewott,Water,413,75,75,60,83,60,60,https://img.pokemondb.net/sprites/sword-shield/icon/dewott.png,4
503,Samurott,Water,528,95,100,85,108,70,70,https://img.pokemondb.net/sprites/sword-shield/icon/samurott.png,4
504,Patrat,Normal,255,45,55,39,35,39,42,https://img.pokemondb.net/sprites/sword-shield/icon/patrat.png,4
505,Watchog,Normal,420,60,85,69,60,69,77,https://img.pokemondb.net/sprites/sword-shield/icon/watchog.png,4
506,Lillipup,Normal,275,45,60,45,25,45,55,https://img.pokemondb.net/sprites/sword-shield/icon/lillipup.png,4
507,Herdier,Normal,370,65,80,65,35,65,60,https://img.pokemondb.net/sprites/sword-shield/icon/herdier.png,4
508,Stoutland,Normal,500,85,110,90,45,90,80,https://img.pokemondb.net/sprites/sword-shield/icon/stoutland.png,4
509,Purrloin,Dark,281,41,50,37,50,37,66,https://img.pokemondb.net/sprites/sword-shield/icon/purrloin.png,4
510,Liepard,Dark,446,64,88,50,88,50,106,https://img.pokemondb.net/sprites/sword-shield/icon/liepard.png,4
511,Pansage,Grass,316,50,53,48,53,48,64,https://img.pokemondb.net/sprites/sword-shield/icon/pansage.png,4
512,Simisage,Grass,498,75,98,63,98,63,101,https://img.pokemondb.net/sprites/sword-shield/icon/simisage.png,4
513,Pansear,Fire,316,50,53,48,53,48,64,https://img.pokemondb.net/sprites/sword-shield/icon/pansear.png,4
514,Simisear,Fire,498,75,98,63,98,63,101,https://img.pokemondb.net/sprites/sword-shield/icon/simisear.png,4
515,Panpour,Water,316,50,53,48,53,48,64,https://img.pokemondb.net/sprites/sword-shield/icon/panpour.png,4
516,Simipour,Water,498,75,98,63,98,63,101,https://img.pokemondb.net/sprites/sword-shield/icon/simipour.png,4
517,Munna,Psychic,292,76,25,45,67,55,24,https://img.pokemondb.net/sprites/sword-shield/icon/munna.png,4
518,Musharna,Psychic,487,116,55,85,107,95,29,https://img.pokemondb.net/sprites/sword-shield/icon/musharna.png,4
519,Pidove,Normal Flying,264,50,55,50,36,30,43,https://img.pokemondb.net/sprites/sword-shield/icon/pidove.png,4
520,Tranquill,Normal Flying,358,62,77,62,50,42,65,https://img.pokemondb.net/sprites/sword-shield/icon/tranquill.png,4
521,Unfezant,Normal Flying,488,80,115,80,65,55,93,https://img.pokemondb.net/sprites/sword-shield/icon/unfezant.png,4
522,Blitzle,Electric,295,45,60,32,50,32,76,https://img.pokemondb.net/sprites/sword-shield/icon/blitzle.png,5
523,Zebstrika,Electric,497,75,100,63,80,63,116,https://img.pokemondb.net/sprites/sword-shield/icon/zebstrika.png,5
524,Roggenrola,Rock,280,55,75,85,25,25,15,https://img.pokemondb.net/sprites/sword-shield/icon/roggenrola.png,5
525,Boldore,Rock,390,70,105,105,50,40,20,https://img.pokemondb.net/sprites/sword-shield/icon/boldore.png,5
526,Gigalith,Rock,515,85,135,130,60,80,25,https://img.pokemondb.net/sprites/sword-shield/icon/gigalith.png,5
527,Woobat,Psychic Flying,323,65,45,43,55,43,72,https://img.pokemondb.net/sprites/sword-shield/icon/woobat.png,5
528,Swoobat,Psychic Flying,425,67,57,55,77,55,114,https://img.pokemondb.net/sprites/sword-shield/icon/swoobat.png,5
529,Drilbur,Ground,328,60,85,40,30,45,68,https://img.pokemondb.net/sprites/sword-shield/icon/drilbur.png,5
530,Excadrill,Ground Steel,508,110,135,60,50,65,88,https://img.pokemondb.net/sprites/sword-shield/icon/excadrill.png,5
531,Audino,Normal,445,103,60,86,60,86,50,https://img.pokemondb.net/sprites/sword-shield/icon/audino.png,5
532,Timburr,Fighting,305,75,80,55,25,35,35,https://img.pokemondb.net/sprites/sword-shield/icon/timburr.png,5
533,Gurdurr,Fighting,405,85,105,85,40,50,40,https://img.pokemondb.net/sprites/sword-shield/icon/gurdurr.png,5
534,Conkeldurr,Fighting,505,105,140,95,55,65,45,https://img.pokemondb.net/sprites/sword-shield/icon/conkeldurr.png,5
535,Tympole,Water,294,50,50,40,50,40,64,https://img.pokemondb.net/sprites/sword-shield/icon/tympole.png,5
536,Palpitoad,Water Ground,384,75,65,55,65,55,69,https://img.pokemondb.net/sprites/sword-shield/icon/palpitoad.png,5
537,Seismitoad,Water Ground,509,105,95,75,85,75,74,https://img.pokemondb.net/sprites/sword-shield/icon/seismitoad.png,5
538,Throh,Fighting,465,120,100,85,30,85,45,https://img.pokemondb.net/sprites/sword-shield/icon/throh.png,5
539,Sawk,Fighting,465,75,125,75,30,75,85,https://img.pokemondb.net/sprites/sword-shield/icon/sawk.png,5
540,Sewaddle,Bug Grass,310,45,53,70,40,60,42,https://img.pokemondb.net/sprites/sword-shield/icon/sewaddle.png,5
541,Swadloon,Bug Grass,380,55,63,90,50,80,42,https://img.pokemondb.net/sprites/sword-shield/icon/swadloon.png,5
542,Leavanny,Bug Grass,500,75,103,80,70,80,92,https://img.pokemondb.net/sprites/sword-shield/icon/leavanny.png,5
543,Venipede,Bug Poison,260,30,45,59,30,39,57,https://img.pokemondb.net/sprites/sword-shield/icon/venipede.png,5
544,Whirlipede,Bug Poison,360,40,55,99,40,79,47,https://img.pokemondb.net/sprites/sword-shield/icon/whirlipede.png,5
545,Scolipede,Bug Poison,485,60,100,89,55,69,112,https://img.pokemondb.net/sprites/sword-shield/icon/scolipede.png,5
546,Cottonee,Grass Fairy,280,40,27,60,37,50,66,https://img.pokemondb.net/sprites/sword-shield/icon/cottonee.png,5
547,Whimsicott,Grass Fairy,480,60,67,85,77,75,116,https://img.pokemondb.net/sprites/sword-shield/icon/whimsicott.png,5
548,Petilil,Grass,280,45,35,50,70,50,30,https://img.pokemondb.net/sprites/sword-shield/icon/petilil.png,5
549,Lilligant,Grass,480,70,60,75,110,75,90,https://img.pokemondb.net/sprites/sword-shield/icon/lilligant.png,5
551,Sandile,Ground Dark,292,50,72,35,35,35,65,https://img.pokemondb.net/sprites/sword-shield/icon/sandile.png,5
552,Krokorok,Ground Dark,351,60,82,45,45,45,74,https://img.pokemondb.net/sprites/sword-shield/icon/krokorok.png,5
553,Krookodile,Ground Dark,519,95,117,80,65,70,92,https://img.pokemondb.net/sprites/sword-shield/icon/krookodile.png,5
554,Darumaka,Fire,315,70,90,45,15,45,50,https://img.pokemondb.net/sprites/sword-shield/icon/darumaka.png,5
556,Maractus,Grass,461,75,86,67,106,67,60,https://img.pokemondb.net/sprites/sword-shield/icon/maractus.png,5
557,Dwebble,Bug Rock,325,50,65,85,35,35,55,https://img.pokemondb.net/sprites/sword-shield/icon/dwebble.png,5
558,Crustle,Bug Rock,485,70,105,125,65,75,45,https://img.pokemondb.net/sprites/sword-shield/icon/crustle.png,5
559,Scraggy,Dark Fighting,348,50,75,70,35,70,48,https://img.pokemondb.net/sprites/sword-shield/icon/scraggy.png,5
560,Scrafty,Dark Fighting,488,65,90,115,45,115,58,https://img.pokemondb.net/sprites/sword-shield/icon/scrafty.png,5
561,Sigilyph,Psychic Flying,490,72,58,80,103,80,97,https://img.pokemondb.net/sprites/sword-shield/icon/sigilyph.png,5
562,Yamask,Ghost,303,38,30,85,55,65,30,https://img.pokemondb.net/sprites/sword-shield/icon/yamask.png,5
563,Cofagrigus,Ghost,483,58,50,145,95,105,30,https://img.pokemondb.net/sprites/sword-shield/icon/cofagrigus.png,5
564,Tirtouga,Water Rock,355,54,78,103,53,45,22,https://img.pokemondb.net/sprites/sword-shield/icon/tirtouga.png,5
565,Carracosta,Water Rock,495,74,108,133,83,65,32,https://img.pokemondb.net/sprites/sword-shield/icon/carracosta.png,5
566,Archen,Rock Flying,401,55,112,45,74,45,70,https://img.pokemondb.net/sprites/sword-shield/icon/archen.png,5
567,Archeops,Rock Flying,567,75,140,65,112,65,110,https://img.pokemondb.net/sprites/sword-shield/icon/archeops.png,5
568,Trubbish,Poison,329,50,50,62,40,62,65,https://img.pokemondb.net/sprites/sword-shield/icon/trubbish.png,5
569,Garbodor,Poison,474,80,95,82,60,82,75,https://img.pokemondb.net/sprites/sword-shield/icon/garbodor.png,5
570,Zorua,Dark,330,40,65,40,80,40,65,https://img.pokemondb.net/sprites/sword-shield/icon/zorua.png,5
571,Zoroark,Dark,510,60,105,60,120,60,105,https://img.pokemondb.net/sprites/sword-shield/icon/zoroark.png,5
572,Minccino,Normal,300,55,50,40,40,40,75,https://img.pokemondb.net/sprites/sword-shield/icon/minccino.png,5
573,Cinccino,Normal,470,75,95,60,65,60,115,https://img.pokemondb.net/sprites/sword-shield/icon/cinccino.png,5
574,Gothita,Psychic,290,45,30,50,55,65,45,https://img.pokemondb.net/sprites/sword-shield/icon/gothita.png,5
575,Gothorita,Psychic,390,60,45,70,75,85,55,https://img.pokemondb.net/sprites/sword-shield/icon/gothorita.png,5
576,Gothitelle,Psychic,490,70,55,95,95,110,65,https://img.pokemondb.net/sprites/sword-shield/icon/gothitelle.png,5
577,Solosis,Psychic,290,45,30,40,105,50,20,https://img.pokemondb.net/sprites/sword-shield/icon/solosis.png,5
578,Duosion,Psychic,370,65,40,50,125,60,30,https://img.pokemondb.net/sprites/sword-shield/icon/duosion.png,5
579,Reuniclus,Psychic,490,110,65,75,125,85,30,https://img.pokemondb.net/sprites/sword-shield/icon/reuniclus.png,5
580,Ducklett,Water Flying,305,62,44,50,44,50,55,https://img.pokemondb.net/sprites/sword-shield/icon/ducklett.png,5
581,Swanna,Water Flying,473,75,87,63,87,63,98,https://img.pokemondb.net/sprites/sword-shield/icon/swanna.png,5
582,Vanillite,Ice,305,36,50,50,65,60,44,https://img.pokemondb.net/sprites/sword-shield/icon/vanillite.png,5
583,Vanillish,Ice,395,51,65,65,80,75,59,https://img.pokemondb.net/sprites/sword-shield/icon/vanillish.png,5
584,Vanilluxe,Ice,535,71,95,85,110,95,79,https://img.pokemondb.net/sprites/sword-shield/icon/vanilluxe.png,5
585,Deerling,Normal Grass,335,60,60,50,40,50,75,https://img.pokemondb.net/sprites/sword-shield/icon/deerling.png,5
586,Sawsbuck,Normal Grass,475,80,100,70,60,70,95,https://img.pokemondb.net/sprites/sword-shield/icon/sawsbuck.png,5
587,Emolga,Electric Flying,428,55,75,60,75,60,103,https://img.pokemondb.net/sprites/sword-shield/icon/emolga.png,5
588,Karrablast,Bug,315,50,75,45,40,45,60,https://img.pokemondb.net/sprites/sword-shield/icon/karrablast.png,5
589,Escavalier,Bug Steel,495,70,135,105,60,105,20,https://img.pokemondb.net/sprites/sword-shield/icon/escavalier.png,5
590,Foongus,Grass Poison,294,69,55,45,55,55,15,https://img.pokemondb.net/sprites/sword-shield/icon/foongus.png,5
591,Amoonguss,Grass Poison,464,114,85,70,85,80,30,https://img.pokemondb.net/sprites/sword-shield/icon/amoonguss.png,5
592,Frillish,Water Ghost,335,55,40,50,65,85,40,https://img.pokemondb.net/sprites/sword-shield/icon/frillish.png,5
593,Jellicent,Water Ghost,480,100,60,70,85,105,60,https://img.pokemondb.net/sprites/sword-shield/icon/jellicent.png,5
594,Alomomola,Water,470,165,75,80,40,45,65,https://img.pokemondb.net/sprites/sword-shield/icon/alomomola.png,5
595,Joltik,Bug Electric,319,50,47,50,57,50,65,https://img.pokemondb.net/sprites/sword-shield/icon/joltik.png,5
596,Galvantula,Bug Electric,472,70,77,60,97,60,108,https://img.pokemondb.net/sprites/sword-shield/icon/galvantula.png,5
597,Ferroseed,Grass Steel,305,44,50,91,24,86,10,https://img.pokemondb.net/sprites/sword-shield/icon/ferroseed.png,5
598,Ferrothorn,Grass Steel,489,74,94,131,54,116,20,https://img.pokemondb.net/sprites/sword-shield/icon/ferrothorn.png,5
599,Klink,Steel,300,40,55,70,45,60,30,https://img.pokemondb.net/sprites/sword-shield/icon/klink.png,5
600,Klang,Steel,440,60,80,95,70,85,50,https://img.pokemondb.net/sprites/sword-shield/icon/klang.png,5
601,Klinklang,Steel,520,60,100,115,70,85,90,https://img.pokemondb.net/sprites/sword-shield/icon/klinklang.png,5
602,Tynamo,Electric,275,35,55,40,45,40,60,https://img.pokemondb.net/sprites/sword-shield/icon/tynamo.png,5
603,Eelektrik,Electric,405,65,85,70,75,70,40,https://img.pokemondb.net/sprites/sword-shield/icon/eelektrik.png,5
604,Eelektross,Electric,515,85,115,80,105,80,50,https://img.pokemondb.net/sprites/sword-shield/icon/eelektross.png,5
605,Elgyem,Psychic,335,55,55,55,85,55,30,https://img.pokemondb.net/sprites/sword-shield/icon/elgyem.png,5
606,Beheeyem,Psychic,485,75,75,75,125,95,40,https://img.pokemondb.net/sprites/sword-shield/icon/beheeyem.png,5
607,Litwick,Ghost Fire,275,50,30,55,65,55,20,https://img.pokemondb.net/sprites/sword-shield/icon/litwick.png,5
608,Lampent,Ghost Fire,370,60,40,60,95,60,55,https://img.pokemondb.net/sprites/sword-shield/icon/lampent.png,5
609,Chandelure,Ghost Fire,520,60,55,90,145,90,80,https://img.pokemondb.net/sprites/sword-shield/icon/chandelure.png,5
610,Axew,Dragon,320,46,87,60,30,40,57,https://img.pokemondb.net/sprites/sword-shield/icon/axew.png,5
611,Fraxure,Dragon,410,66,117,70,40,50,67,https://img.pokemondb.net/sprites/sword-shield/icon/fraxure.png,5
612,Haxorus,Dragon,540,76,147,90,60,70,97,https://img.pokemondb.net/sprites/sword-shield/icon/haxorus.png,5
613,Cubchoo,Ice,305,55,70,40,60,40,40,https://img.pokemondb.net/sprites/sword-shield/icon/cubchoo.png,5
614,Beartic,Ice,505,95,130,80,70,80,50,https://img.pokemondb.net/sprites/sword-shield/icon/beartic.png,5
615,Cryogonal,Ice,515,80,50,50,95,135,105,https://img.pokemondb.net/sprites/sword-shield/icon/cryogonal.png,5
616,Shelmet,Bug,305,50,40,85,40,65,25,https://img.pokemondb.net/sprites/sword-shield/icon/shelmet.png,5
617,Accelgor,Bug,495,80,70,40,100,60,145,https://img.pokemondb.net/sprites/sword-shield/icon/accelgor.png,5
618,Stunfisk,Ground Electric,471,109,66,84,81,99,32,https://img.pokemondb.net/sprites/sword-shield/icon/stunfisk.png,5
619,Mienfoo,Fighting,350,45,85,50,55,50,65,https://img.pokemondb.net/sprites/sword-shield/icon/mienfoo.png,5
620,Mienshao,Fighting,510,65,125,60,95,60,105,https://img.pokemondb.net/sprites/sword-shield/icon/mienshao.png,5
621,Druddigon,Dragon,485,77,120,90,60,90,48,https://img.pokemondb.net/sprites/sword-shield/icon/druddigon.png,5
622,Golett,Ground Ghost,303,59,74,50,35,50,35,https://img.pokemondb.net/sprites/sword-shield/icon/golett.png,5
623,Golurk,Ground Ghost,483,89,124,80,55,80,55,https://img.pokemondb.net/sprites/sword-shield/icon/golurk.png,5
624,Pawniard,Dark Steel,340,45,85,70,40,40,60,https://img.pokemondb.net/sprites/sword-shield/icon/pawniard.png,5
625,Bisharp,Dark Steel,490,65,125,100,60,70,70,https://img.pokemondb.net/sprites/sword-shield/icon/bisharp.png,5
626,Bouffalant,Normal,490,95,110,95,40,95,55,https://img.pokemondb.net/sprites/sword-shield/icon/bouffalant.png,5
627,Rufflet,Normal Flying,350,70,83,50,37,50,60,https://img.pokemondb.net/sprites/sword-shield/icon/rufflet.png,5
628,Braviary,Normal Flying,510,100,123,75,57,75,80,https://img.pokemondb.net/sprites/sword-shield/icon/braviary.png,5
629,Vullaby,Dark Flying,370,70,55,75,45,65,60,https://img.pokemondb.net/sprites/sword-shield/icon/vullaby.png,5
630,Mandibuzz,Dark Flying,510,110,65,105,55,95,80,https://img.pokemondb.net/sprites/sword-shield/icon/mandibuzz.png,5
631,Heatmor,Fire,484,85,97,66,105,66,65,https://img.pokemondb.net/sprites/sword-shield/icon/heatmor.png,5
632,Durant,Bug Steel,484,58,109,112,48,48,109,https://img.pokemondb.net/sprites/sword-shield/icon/durant.png,5
633,Deino,Dark Dragon,300,52,65,50,45,50,38,https://img.pokemondb.net/sprites/sword-shield/icon/deino.png,5
634,Zweilous,Dark Dragon,420,72,85,70,65,70,58,https://img.pokemondb.net/sprites/sword-shield/icon/zweilous.png,5
635,Hydreigon,Dark Dragon,600,92,105,90,125,90,98,https://img.pokemondb.net/sprites/sword-shield/icon/hydreigon.png,5
636,Larvesta,Bug Fire,360,55,85,55,50,55,60,https://img.pokemondb.net/sprites/sword-shield/icon/larvesta.png,5
637,Volcarona,Bug Fire,550,85,60,65,135,105,100,https://img.pokemondb.net/sprites/sword-shield/icon/volcarona.png,5
638,Cobalion,Steel Fighting,580,91,90,129,90,72,108,https://img.pokemondb.net/sprites/sword-shield/icon/cobalion.png,5
639,Terrakion,Rock Fighting,580,91,129,90,72,90,108,https://img.pokemondb.net/sprites/sword-shield/icon/terrakion.png,5
640,Virizion,Grass Fighting,580,91,90,72,90,129,108,https://img.pokemondb.net/sprites/sword-shield/icon/virizion.png,5
643,Reshiram,Dragon Fire,680,100,120,100,150,120,90,https://img.pokemondb.net/sprites/sword-shield/icon/reshiram.png,5
644,Zekrom,Dragon Electric,680,100,150,120,120,100,90,https://img.pokemondb.net/sprites/sword-shield/icon/zekrom.png,5
646,Kyurem,Dragon Ice,660,125,130,90,130,90,95,https://img.pokemondb.net/sprites/sword-shield/icon/kyurem.png,5
649,Genesect,Bug Steel,600,71,120,95,120,95,99,https://img.pokemondb.net/sprites/sword-shield/icon/genesect.png,5
650,Chespin,Grass,313,56,61,65,48,45,38,https://img.pokemondb.net/sprites/sword-shield/icon/chespin.png,5
651,Quilladin,Grass,405,61,78,95,56,58,57,https://img.pokemondb.net/sprites/sword-shield/icon/quilladin.png,5
652,Chesnaught,Grass Fighting,530,88,107,122,74,75,64,https://img.pokemondb.net/sprites/sword-shield/icon/chesnaught.png,5
653,Fennekin,Fire,307,40,45,40,62,60,60,https://img.pokemondb.net/sprites/sword-shield/icon/fennekin.png,5
654,Braixen,Fire,409,59,59,58,90,70,73,https://img.pokemondb.net/sprites/sword-shield/icon/braixen.png,5
655,Delphox,Fire Psychic,534,75,69,72,114,100,104,https://img.pokemondb.net/sprites/sword-shield/icon/delphox.png,5
656,Froakie,Water,314,41,56,40,62,44,71,https://img.pokemondb.net/sprites/sword-shield/icon/froakie.png,5
657,Frogadier,Water,405,54,63,52,83,56,97,https://img.pokemondb.net/sprites/sword-shield/icon/frogadier.png,5
658,Greninja,Water Dark,530,72,95,67,103,71,122,https://img.pokemondb.net/sprites/sword-shield/icon/greninja.png,5
659,Bunnelby,Normal,237,38,36,38,32,36,57,https://img.pokemondb.net/sprites/sword-shield/icon/bunnelby.png,5
660,Diggersby,Normal Ground,423,85,56,77,50,77,78,https://img.pokemondb.net/sprites/sword-shield/icon/diggersby.png,5
661,Fletchling,Normal Flying,278,45,50,43,40,38,62,https://img.pokemondb.net/sprites/sword-shield/icon/fletchling.png,5
662,Fletchinder,Fire Flying,382,62,73,55,56,52,84,https://img.pokemondb.net/sprites/sword-shield/icon/fletchinder.png,5
663,Talonflame,Fire Flying,499,78,81,71,74,69,126,https://img.pokemondb.net/sprites/sword-shield/icon/talonflame.png,5
664,Scatterbug,Bug,200,38,35,40,27,25,35,https://img.pokemondb.net/sprites/sword-shield/icon/scatterbug.png,5
665,Spewpa,Bug,213,45,22,60,27,30,29,https://img.pokemondb.net/sprites/sword-shield/icon/spewpa.png,5
666,Vivillon,Bug Flying,411,80,52,50,90,50,89,https://img.pokemondb.net/sprites/sword-shield/icon/vivillon.png,5
667,Litleo,Fire Normal,369,62,50,58,73,54,72,https://img.pokemondb.net/sprites/sword-shield/icon/litleo.png,5
668,Pyroar,Fire Normal,507,86,68,72,109,66,106,https://img.pokemondb.net/sprites/sword-shield/icon/pyroar.png,5
669,Flabébé,Fairy,303,44,38,39,61,79,42,https://img.pokemondb.net/sprites/sword-shield/icon/flabebe.png,5
670,Floette,Fairy,371,54,45,47,75,98,52,https://img.pokemondb.net/sprites/sword-shield/icon/floette.png,5
671,Florges,Fairy,552,78,65,68,112,154,75,https://img.pokemondb.net/sprites/sword-shield/icon/florges.png,5
672,Skiddo,Grass,350,66,65,48,62,57,52,https://img.pokemondb.net/sprites/sword-shield/icon/skiddo.png,5
673,Gogoat,Grass,531,123,100,62,97,81,68,https://img.pokemondb.net/sprites/sword-shield/icon/gogoat.png,5
674,Pancham,Fighting,348,67,82,62,46,48,43,https://img.pokemondb.net/sprites/sword-shield/icon/pancham.png,5
675,Pangoro,Fighting Dark,495,95,124,78,69,71,58,https://img.pokemondb.net/sprites/sword-shield/icon/pangoro.png,5
676,Furfrou,Normal,472,75,80,60,65,90,102,https://img.pokemondb.net/sprites/sword-shield/icon/furfrou.png,5
677,Espurr,Psychic,355,62,48,54,63,60,68,https://img.pokemondb.net/sprites/sword-shield/icon/espurr.png,5
679,Honedge,Steel Ghost,325,45,80,100,35,37,28,https://img.pokemondb.net/sprites/sword-shield/icon/honedge.png,6
680,Doublade,Steel Ghost,448,59,110,150,45,49,35,https://img.pokemondb.net/sprites/sword-shield/icon/doublade.png,6
682,Spritzee,Fairy,341,78,52,60,63,65,23,https://img.pokemondb.net/sprites/sword-shield/icon/spritzee.png,6
683,Aromatisse,Fairy,462,101,72,72,99,89,29,https://img.pokemondb.net/sprites/sword-shield/icon/aromatisse.png,6
684,Swirlix,Fairy,341,62,48,66,59,57,49,https://img.pokemondb.net/sprites/sword-shield/icon/swirlix.png,6
685,Slurpuff,Fairy,480,82,80,86,85,75,72,https://img.pokemondb.net/sprites/sword-shield/icon/slurpuff.png,6
686,Inkay,Dark Psychic,288,53,54,53,37,46,45,https://img.pokemondb.net/sprites/sword-shield/icon/inkay.png,6
687,Malamar,Dark Psychic,482,86,92,88,68,75,73,https://img.pokemondb.net/sprites/sword-shield/icon/malamar.png,6
688,Binacle,Rock Water,306,42,52,67,39,56,50,https://img.pokemondb.net/sprites/sword-shield/icon/binacle.png,6
689,Barbaracle,Rock Water,500,72,105,115,54,86,68,https://img.pokemondb.net/sprites/sword-shield/icon/barbaracle.png,6
690,Skrelp,Poison Water,320,50,60,60,60,60,30,https://img.pokemondb.net/sprites/sword-shield/icon/skrelp.png,6
691,Dragalge,Poison Dragon,494,65,75,90,97,123,44,https://img.pokemondb.net/sprites/sword-shield/icon/dragalge.png,6
692,Clauncher,Water,330,50,53,62,58,63,44,https://img.pokemondb.net/sprites/sword-shield/icon/clauncher.png,6
693,Clawitzer,Water,500,71,73,88,120,89,59,https://img.pokemondb.net/sprites/sword-shield/icon/clawitzer.png,6
694,Helioptile,Electric Normal,289,44,38,33,61,43,70,https://img.pokemondb.net/sprites/sword-shield/icon/helioptile.png,6
695,Heliolisk,Electric Normal,481,62,55,52,109,94,109,https://img.pokemondb.net/sprites/sword-shield/icon/heliolisk.png,6
696,Tyrunt,Rock Dragon,362,58,89,77,45,45,48,https://img.pokemondb.net/sprites/sword-shield/icon/tyrunt.png,6
697,Tyrantrum,Rock Dragon,521,82,121,119,69,59,71,https://img.pokemondb.net/sprites/sword-shield/icon/tyrantrum.png,6
698,Amaura,Rock Ice,362,77,59,50,67,63,46,https://img.pokemondb.net/sprites/sword-shield/icon/amaura.png,6
